entry,subject
Decoding the Mechanisms of Antikythera Astronomical Device,History and Philosophical Foundations of Physics
Decoding the Mechanisms of Antikythera Astronomical Device,Machinery and Machine Elements
Decoding the Mechanisms of Antikythera Astronomical Device,Science education
Decoding the Mechanisms of Antikythera Astronomical Device,History
Decoding the Mechanisms of Antikythera Astronomical Device,Physics
Decoding the Mechanisms of Antikythera Astronomical Device,Science Education
Decoding the Mechanisms of Antikythera Astronomical Device,History of Science
Decoding the Mechanisms of Antikythera Astronomical Device,Machinery
Gas Discharge and Gas Insulation,"Power Electronics, Electrical Machines and Networks"
Gas Discharge and Gas Insulation,Plasma Physics
Gas Discharge and Gas Insulation,Physics
Gas Discharge and Gas Insulation,Applied and Technical Physics
Gas Discharge and Gas Insulation,Plasma (Ionized gases)
Gas Discharge and Gas Insulation,Power electronics
"Design, Modeling and Evaluation of Protective Relays for Power Systems",Energy systems
"Design, Modeling and Evaluation of Protective Relays for Power Systems",Energy Systems
"Design, Modeling and Evaluation of Protective Relays for Power Systems",Power electronics
"Design, Modeling and Evaluation of Protective Relays for Power Systems","Power Electronics, Electrical Machines and Networks"
Spatially Resolved Characterization in Thin-Film Photovoltaics,Renewable and Green Energy
Spatially Resolved Characterization in Thin-Film Photovoltaics,Power electronics
Spatially Resolved Characterization in Thin-Film Photovoltaics,Renewable energy resources
Spatially Resolved Characterization in Thin-Film Photovoltaics,"Power Electronics, Electrical Machines and Networks"
Computational visual media,Computer science
Computational visual media,Artificial intelligence
Computational visual media,Computer graphics
Computational visual media,Computer vision
Computational visual media,Optical pattern recognition
Computational visual media,Machine learning
Computational visual media,Image processing
Computational visual media,Computer software
"Contributions to the Theory of Games (AM-39), Volume III",Parity (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Coefficient.
"Contributions to the Theory of Games (AM-39), Volume III",Joint probability distribution.
"Contributions to the Theory of Games (AM-39), Volume III",Mathematical analysis.
"Contributions to the Theory of Games (AM-39), Volume III",Stochastic process.
"Contributions to the Theory of Games (AM-39), Volume III",Special case.
"Contributions to the Theory of Games (AM-39), Volume III",Ordinal number.
"Contributions to the Theory of Games (AM-39), Volume III",Integral equation.
"Contributions to the Theory of Games (AM-39), Volume III",Continuous function (set theory).
"Contributions to the Theory of Games (AM-39), Volume III",Mathematics.
"Contributions to the Theory of Games (AM-39), Volume III",Turing machine.
"Contributions to the Theory of Games (AM-39), Volume III",Function (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Series (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Binomial coefficient.
"Contributions to the Theory of Games (AM-39), Volume III",Sigma-algebra.
"Contributions to the Theory of Games (AM-39), Volume III",Mathematical induction.
"Contributions to the Theory of Games (AM-39), Volume III",Polynomial.
"Contributions to the Theory of Games (AM-39), Volume III",Extended real number line.
"Contributions to the Theory of Games (AM-39), Volume III",Recursively enumerable set.
"Contributions to the Theory of Games (AM-39), Volume III",Proportionality (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Reductio ad absurdum.
"Contributions to the Theory of Games (AM-39), Volume III",Probability measure.
"Contributions to the Theory of Games (AM-39), Volume III",Sign (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Differential game.
"Contributions to the Theory of Games (AM-39), Volume III",Theorem.
"Contributions to the Theory of Games (AM-39), Volume III",Transfinite induction.
"Contributions to the Theory of Games (AM-39), Volume III",Composition series.
"Contributions to the Theory of Games (AM-39), Volume III",Measure (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Topological game.
"Contributions to the Theory of Games (AM-39), Volume III",Variable (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Almost surely.
"Contributions to the Theory of Games (AM-39), Volume III",Determinacy.
"Contributions to the Theory of Games (AM-39), Volume III",Family of sets.
"Contributions to the Theory of Games (AM-39), Volume III",Kakutani's theorem.
"Contributions to the Theory of Games (AM-39), Volume III",Outcome (probability).
"Contributions to the Theory of Games (AM-39), Volume III",Probability theory.
"Contributions to the Theory of Games (AM-39), Volume III",N-vector.
"Contributions to the Theory of Games (AM-39), Volume III",Counterexample.
"Contributions to the Theory of Games (AM-39), Volume III",American Mathematical Society.
"Contributions to the Theory of Games (AM-39), Volume III",Markov chain.
"Contributions to the Theory of Games (AM-39), Volume III",Mathematical optimization.
"Contributions to the Theory of Games (AM-39), Volume III",Binomial theorem.
"Contributions to the Theory of Games (AM-39), Volume III",Kakutani fixed-point theorem.
"Contributions to the Theory of Games (AM-39), Volume III",Rate of convergence.
"Contributions to the Theory of Games (AM-39), Volume III",Probability.
"Contributions to the Theory of Games (AM-39), Volume III",Recurrence relation.
"Contributions to the Theory of Games (AM-39), Volume III",Restriction (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Loss function.
"Contributions to the Theory of Games (AM-39), Volume III",Existence theorem.
"Contributions to the Theory of Games (AM-39), Volume III",Cartesian product.
"Contributions to the Theory of Games (AM-39), Volume III",Complete metric space.
"Contributions to the Theory of Games (AM-39), Volume III",Differential equation.
"Contributions to the Theory of Games (AM-39), Volume III",Real projective plane.
"Contributions to the Theory of Games (AM-39), Volume III",Elementary matrix.
"Contributions to the Theory of Games (AM-39), Volume III",Characteristic function (probability theory).
"Contributions to the Theory of Games (AM-39), Volume III",Equation.
"Contributions to the Theory of Games (AM-39), Volume III",Parametric statistics.
"Contributions to the Theory of Games (AM-39), Volume III",Continuous game.
"Contributions to the Theory of Games (AM-39), Volume III",Zorn's lemma.
"Contributions to the Theory of Games (AM-39), Volume III",Diagram (category theory).
"Contributions to the Theory of Games (AM-39), Volume III",Monotonic function.
"Contributions to the Theory of Games (AM-39), Volume III",Martingale (probability theory).
"Contributions to the Theory of Games (AM-39), Volume III",Laplace's equation.
"Contributions to the Theory of Games (AM-39), Volume III",Big O notation.
"Contributions to the Theory of Games (AM-39), Volume III",Utility.
"Contributions to the Theory of Games (AM-39), Volume III",Bayes estimator.
"Contributions to the Theory of Games (AM-39), Volume III",Finitary.
"Contributions to the Theory of Games (AM-39), Volume III",Stochastic game.
"Contributions to the Theory of Games (AM-39), Volume III",Decision problem.
"Contributions to the Theory of Games (AM-39), Volume III",Fundamenta Mathematicae.
"Contributions to the Theory of Games (AM-39), Volume III",Boundary value problem.
"Contributions to the Theory of Games (AM-39), Volume III",Preference (economics).
"Contributions to the Theory of Games (AM-39), Volume III",Interval (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Lipschitz continuity.
"Contributions to the Theory of Games (AM-39), Volume III",Distribution function.
"Contributions to the Theory of Games (AM-39), Volume III",Summation.
"Contributions to the Theory of Games (AM-39), Volume III",Axiom of choice.
"Contributions to the Theory of Games (AM-39), Volume III",Inequality (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Randomization.
"Contributions to the Theory of Games (AM-39), Volume III",Expected utility hypothesis.
"Contributions to the Theory of Games (AM-39), Volume III",Topology.
"Contributions to the Theory of Games (AM-39), Volume III",Game theory
"Contributions to the Theory of Games (AM-39), Volume III",Functional equation.
"Contributions to the Theory of Games (AM-39), Volume III",Maxima and minima.
"Contributions to the Theory of Games (AM-39), Volume III",Subharmonic function.
"Contributions to the Theory of Games (AM-39), Volume III",Product topology.
"Contributions to the Theory of Games (AM-39), Volume III",Metric space.
"Contributions to the Theory of Games (AM-39), Volume III",Calculation.
"Contributions to the Theory of Games (AM-39), Volume III",Recursive set.
"Contributions to the Theory of Games (AM-39), Volume III",Topological space.
"Contributions to the Theory of Games (AM-39), Volume III",Decision theory.
"Contributions to the Theory of Games (AM-39), Volume III",Fundamental theorem.
"Contributions to the Theory of Games (AM-39), Volume III",Scientific notation.
"Contributions to the Theory of Games (AM-39), Volume III",Stochastic.
"Contributions to the Theory of Games (AM-39), Volume III",Strategy (game theory).
"Contributions to the Theory of Games (AM-39), Volume III",Probability distribution.
"Contributions to the Theory of Games (AM-39), Volume III",Solution set.
"Contributions to the Theory of Games (AM-39), Volume III",Infimum and supremum.
"Contributions to the Theory of Games (AM-39), Volume III",C0.
"Contributions to the Theory of Games (AM-39), Volume III",Set (mathematics).
"Contributions to the Theory of Games (AM-39), Volume III",Partial differential equation.
"Theory of Formal Systems. (AM-47), Volume 47",Parity (mathematics).
"Theory of Formal Systems. (AM-47), Volume 47",Addition.
"Theory of Formal Systems. (AM-47), Volume 47",Axiom schema.
"Theory of Formal Systems. (AM-47), Volume 47",Theory.
"Theory of Formal Systems. (AM-47), Volume 47",Suggestion.
"Theory of Formal Systems. (AM-47), Volume 47",Special case.
"Theory of Formal Systems. (AM-47), Volume 47",Natural number.
"Theory of Formal Systems. (AM-47), Volume 47",Logical connective.
"Theory of Formal Systems. (AM-47), Volume 47",Mathematics.
"Theory of Formal Systems. (AM-47), Volume 47",Turing machine.
"Theory of Formal Systems. (AM-47), Volume 47",Arithmetic function.
"Theory of Formal Systems. (AM-47), Volume 47",Arithmetic.
"Theory of Formal Systems. (AM-47), Volume 47",Sequence.
"Theory of Formal Systems. (AM-47), Volume 47",Inference.
"Theory of Formal Systems. (AM-47), Volume 47",Subset.
"Theory of Formal Systems. (AM-47), Volume 47",Constructive proof.
"Theory of Formal Systems. (AM-47), Volume 47",Alonzo Church.
"Theory of Formal Systems. (AM-47), Volume 47",Mathematical induction.
"Theory of Formal Systems. (AM-47), Volume 47",Recursively enumerable set.
"Theory of Formal Systems. (AM-47), Volume 47",Complement (set theory).
"Theory of Formal Systems. (AM-47), Volume 47",Consistency.
"Theory of Formal Systems. (AM-47), Volume 47",Recursion.
"Theory of Formal Systems. (AM-47), Volume 47",Sign (mathematics).
"Theory of Formal Systems. (AM-47), Volume 47",Recursive functions
"Theory of Formal Systems. (AM-47), Volume 47",Existential quantification.
"Theory of Formal Systems. (AM-47), Volume 47",Gödel numbering.
"Theory of Formal Systems. (AM-47), Volume 47",Mathematical logic.
"Theory of Formal Systems. (AM-47), Volume 47",Theorem.
"Theory of Formal Systems. (AM-47), Volume 47",Predicate (mathematical logic).
"Theory of Formal Systems. (AM-47), Volume 47",Mathematician.
"Theory of Formal Systems. (AM-47), Volume 47",Prenex normal form.
"Theory of Formal Systems. (AM-47), Volume 47",Transfinite number.
"Theory of Formal Systems. (AM-47), Volume 47",Order theory.
"Theory of Formal Systems. (AM-47), Volume 47",Variable (mathematics).
"Theory of Formal Systems. (AM-47), Volume 47",Counterexample.
"Theory of Formal Systems. (AM-47), Volume 47",Universal set.
"Theory of Formal Systems. (AM-47), Volume 47",Metamathematics.
"Theory of Formal Systems. (AM-47), Volume 47",Algebraic geometry.
"Theory of Formal Systems. (AM-47), Volume 47",Direct proof.
"Theory of Formal Systems. (AM-47), Volume 47",Peano axioms.
"Theory of Formal Systems. (AM-47), Volume 47",Logical consequence.
"Theory of Formal Systems. (AM-47), Volume 47",Remainder.
"Theory of Formal Systems. (AM-47), Volume 47",Negation.
"Theory of Formal Systems. (AM-47), Volume 47",Combinatory logic.
"Theory of Formal Systems. (AM-47), Volume 47",Disjoint sets.
"Theory of Formal Systems. (AM-47), Volume 47",Metamathematics
"Theory of Formal Systems. (AM-47), Volume 47",Primitive recursive function.
"Theory of Formal Systems. (AM-47), Volume 47",Herbrand's theorem.
"Theory of Formal Systems. (AM-47), Volume 47",Combination.
"Theory of Formal Systems. (AM-47), Volume 47",Decidability (logic).
"Theory of Formal Systems. (AM-47), Volume 47",Cartesian product.
"Theory of Formal Systems. (AM-47), Volume 47",Binary relation.
"Theory of Formal Systems. (AM-47), Volume 47",Countable set.
"Theory of Formal Systems. (AM-47), Volume 47",Corollary.
"Theory of Formal Systems. (AM-47), Volume 47",John Myhill.
"Theory of Formal Systems. (AM-47), Volume 47",Equation.
"Theory of Formal Systems. (AM-47), Volume 47",Axiom A.
"Theory of Formal Systems. (AM-47), Volume 47",Axiom.
"Theory of Formal Systems. (AM-47), Volume 47",Rule of inference.
"Theory of Formal Systems. (AM-47), Volume 47",Finite set.
"Theory of Formal Systems. (AM-47), Volume 47",Iteration.
"Theory of Formal Systems. (AM-47), Volume 47",Number theory.
"Theory of Formal Systems. (AM-47), Volume 47",Atomic sentence.
"Theory of Formal Systems. (AM-47), Volume 47",Requirement.
"Theory of Formal Systems. (AM-47), Volume 47",Zermelo set theory.
"Theory of Formal Systems. (AM-47), Volume 47",Quantifier (logic).
"Theory of Formal Systems. (AM-47), Volume 47",Closure (mathematics).
"Theory of Formal Systems. (AM-47), Volume 47",Validity.
"Theory of Formal Systems. (AM-47), Volume 47",Decision problem.
"Theory of Formal Systems. (AM-47), Volume 47",Definable set.
"Theory of Formal Systems. (AM-47), Volume 47",Enumeration.
"Theory of Formal Systems. (AM-47), Volume 47",Exponential function.
"Theory of Formal Systems. (AM-47), Volume 47",Modus ponens.
"Theory of Formal Systems. (AM-47), Volume 47",Concatenation theory.
"Theory of Formal Systems. (AM-47), Volume 47",Axiomatic system.
"Theory of Formal Systems. (AM-47), Volume 47",Diagonalization.
"Theory of Formal Systems. (AM-47), Volume 47",System U.
"Theory of Formal Systems. (AM-47), Volume 47",Functional calculus.
"Theory of Formal Systems. (AM-47), Volume 47",Integer factorization.
"Theory of Formal Systems. (AM-47), Volume 47",Recursive set.
"Theory of Formal Systems. (AM-47), Volume 47",Characterization (mathematics).
"Theory of Formal Systems. (AM-47), Volume 47",Cantor's diagonal argument.
"Theory of Formal Systems. (AM-47), Volume 47",Closed-form expression.
"Theory of Formal Systems. (AM-47), Volume 47",Scientific notation.
"Theory of Formal Systems. (AM-47), Volume 47",Set (mathematics).
"Theory of Formal Systems. (AM-47), Volume 47",Formal system.
"Theory of Formal Systems. (AM-47), Volume 47",Gödel's incompleteness theorems.
"Theory of Formal Systems. (AM-47), Volume 47",Chinese remainder theorem.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Homomorphism.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Corollary.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68","Logic, Symbolic and mathematical"
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Enumeration.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Word problem (mathematics).
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Free group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Notation.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Quotient group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Direct product.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Transitive relation.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Conjugacy problem.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Characteristic function (probability theory).
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Finite group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Equation.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Decision problem.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Polycyclic group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Semigroup.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Statistical hypothesis testing.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Subgroup.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Theory.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Triviality (mathematics).
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Truth table.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Natural number.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Inner automorphism.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Conjugacy class.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Finite set.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Contradiction.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Elementary class.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Topology.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Mathematics.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Permutation.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Turing machine.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Residually finite group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Finitely generated group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Monograph.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Fundamental group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Abelian group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Simple set.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Cyclic permutation.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Combinatorial group theory.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Normal subgroup.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Direct proof.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Homotopy.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Characterization (mathematics).
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Epimorphism.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Exact sequence.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Free product.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Recursive set.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Finitely presented.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Requirement.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Diffeomorphism.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Markov property.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Group theory
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Presentation of a group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Fundamental theorem.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Conjecture.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Betti number.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Mathematical proof.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Embedding.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Solvable group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Without loss of generality.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Nilpotent group.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Existential quantification.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Gödel numbering.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Group (mathematics).
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Mathematical logic.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Theorem.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Group theory.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Simplicial complex.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Turing degree.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Effective method.
"On Group-Theoretic Decision Problems and Their Classification. (AM-68), Volume 68",Equivalence relation.
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Gliders (Aeronautics)
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Airplanes
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Rockets (Aeronautics)
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Paper airplanes
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Flying-machines
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Helicopters
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Models
"Make: Planes, gliders and paper rockets simple flying things anyone can make- kites and copters, too!",Kites
Learning Bayesian models with R become an expert in Bayesian machine learning methods using R and apply them to solve real-world big data problems,Bayesian statistical decision theory
Learning Bayesian models with R become an expert in Bayesian machine learning methods using R and apply them to solve real-world big data problems,Machine learning
Learning Bayesian models with R become an expert in Bayesian machine learning methods using R and apply them to solve real-world big data problems,Neural networks (Computer science)
Learning Bayesian models with R become an expert in Bayesian machine learning methods using R and apply them to solve real-world big data problems,R (Computer program language)
Active touch sensing,Physiological aspects
Active touch sensing,Human-machine systems
Active touch sensing,Tactile sensors
Active touch sensing,Touch
Faxed the rise and fall of the fax machine,Fax machines
Faxed the rise and fall of the fax machine,History
Faxed the rise and fall of the fax machine,Facsimile transmission
Faxed the rise and fall of the fax machine,Technological innovations
Machine learning an algorithmic perspective,Machine learning
Machine learning an algorithmic perspective,Algorithms
Machine learning hands-on for developers and technical professionals,Machine learning
"Automata Studies. (AM-34), Volume 34",Parity (mathematics).
"Automata Studies. (AM-34), Volume 34",Notation.
"Automata Studies. (AM-34), Volume 34",Determinism.
"Automata Studies. (AM-34), Volume 34",First principle.
"Automata Studies. (AM-34), Volume 34",Intuitionistic logic.
"Automata Studies. (AM-34), Volume 34",Mathematical analysis.
"Automata Studies. (AM-34), Volume 34",Special case.
"Automata Studies. (AM-34), Volume 34",Stochastic process.
"Automata Studies. (AM-34), Volume 34",Heuristic argument.
"Automata Studies. (AM-34), Volume 34",Mathematical notation.
"Automata Studies. (AM-34), Volume 34",Thermodynamic equilibrium.
"Automata Studies. (AM-34), Volume 34",Mathematics.
"Automata Studies. (AM-34), Volume 34",Turing machine.
"Automata Studies. (AM-34), Volume 34",Finite-state machine.
"Automata Studies. (AM-34), Volume 34",Connectivity (graph theory).
"Automata Studies. (AM-34), Volume 34",Arithmetic.
"Automata Studies. (AM-34), Volume 34",Function (mathematics).
"Automata Studies. (AM-34), Volume 34",Sequence.
"Automata Studies. (AM-34), Volume 34",Solver.
"Automata Studies. (AM-34), Volume 34",Computation.
"Automata Studies. (AM-34), Volume 34",Series (mathematics).
"Automata Studies. (AM-34), Volume 34",Subset.
"Automata Studies. (AM-34), Volume 34",Hardware random number generator.
"Automata Studies. (AM-34), Volume 34",Mathematical induction.
"Automata Studies. (AM-34), Volume 34",Polynomial.
"Automata Studies. (AM-34), Volume 34",Trial and error.
"Automata Studies. (AM-34), Volume 34",Sheffer stroke.
"Automata Studies. (AM-34), Volume 34",Recursively enumerable set.
"Automata Studies. (AM-34), Volume 34",Proportionality (mathematics).
"Automata Studies. (AM-34), Volume 34",Interlacing (bitmaps).
"Automata Studies. (AM-34), Volume 34",Probability measure.
"Automata Studies. (AM-34), Volume 34",Sign (mathematics).
"Automata Studies. (AM-34), Volume 34",Gödel numbering.
"Automata Studies. (AM-34), Volume 34",Deterministic system (philosophy).
"Automata Studies. (AM-34), Volume 34",Mathematical logic.
"Automata Studies. (AM-34), Volume 34",Theorem.
"Automata Studies. (AM-34), Volume 34",Measure (mathematics).
"Automata Studies. (AM-34), Volume 34",Binary number.
"Automata Studies. (AM-34), Volume 34",Exponentiation.
"Automata Studies. (AM-34), Volume 34",Quantity.
"Automata Studies. (AM-34), Volume 34",Abstraction (software engineering).
"Automata Studies. (AM-34), Volume 34",Variable (mathematics).
"Automata Studies. (AM-34), Volume 34",Fixed point (mathematics).
"Automata Studies. (AM-34), Volume 34",Counterexample.
"Automata Studies. (AM-34), Volume 34",A Mathematical Theory of Communication.
"Automata Studies. (AM-34), Volume 34",Markov chain.
"Automata Studies. (AM-34), Volume 34",Correlation and dependence.
"Automata Studies. (AM-34), Volume 34",Instance (computer science).
"Automata Studies. (AM-34), Volume 34",Set theory.
"Automata Studies. (AM-34), Volume 34",Modular arithmetic.
"Automata Studies. (AM-34), Volume 34",Metamathematics.
"Automata Studies. (AM-34), Volume 34",Probability.
"Automata Studies. (AM-34), Volume 34",Description number.
"Automata Studies. (AM-34), Volume 34",Classical conditioning.
"Automata Studies. (AM-34), Volume 34",Logical disjunction.
"Automata Studies. (AM-34), Volume 34",Primitive recursive function.
"Automata Studies. (AM-34), Volume 34",Combination.
"Automata Studies. (AM-34), Volume 34",Computable number.
"Automata Studies. (AM-34), Volume 34",Conditional probability.
"Automata Studies. (AM-34), Volume 34",Equation.
"Automata Studies. (AM-34), Volume 34",Axiom.
"Automata Studies. (AM-34), Volume 34",Propositional function.
"Automata Studies. (AM-34), Volume 34",Lebesgue measure.
"Automata Studies. (AM-34), Volume 34",Concepts (C++).
"Automata Studies. (AM-34), Volume 34",Diagram (category theory).
"Automata Studies. (AM-34), Volume 34",Accuracy and precision.
"Automata Studies. (AM-34), Volume 34",Diagram.
"Automata Studies. (AM-34), Volume 34",Schematic.
"Automata Studies. (AM-34), Volume 34",Number theory.
"Automata Studies. (AM-34), Volume 34",Logarithm.
"Automata Studies. (AM-34), Volume 34",Entscheidungsproblem.
"Automata Studies. (AM-34), Volume 34",Parameter (computer programming).
"Automata Studies. (AM-34), Volume 34",Automaton.
"Automata Studies. (AM-34), Volume 34",Recursion (computer science).
"Automata Studies. (AM-34), Volume 34",Moment (mathematics).
"Automata Studies. (AM-34), Volume 34",Circuit design.
"Automata Studies. (AM-34), Volume 34",Bit.
"Automata Studies. (AM-34), Volume 34",Decision problem.
"Automata Studies. (AM-34), Volume 34",Permutation.
"Automata Studies. (AM-34), Volume 34",Enumeration.
"Automata Studies. (AM-34), Volume 34",Boolean algebra (structure).
"Automata Studies. (AM-34), Volume 34",Result.
"Automata Studies. (AM-34), Volume 34",Algebraic theory.
"Automata Studies. (AM-34), Volume 34",Mathematical theory.
"Automata Studies. (AM-34), Volume 34",Logic.
"Automata Studies. (AM-34), Volume 34",Universal Turing machine.
"Automata Studies. (AM-34), Volume 34",String (computer science).
"Automata Studies. (AM-34), Volume 34",Counting.
"Automata Studies. (AM-34), Volume 34",Subsequence.
"Automata Studies. (AM-34), Volume 34",Machine theory
"Automata Studies. (AM-34), Volume 34",Estimation.
"Automata Studies. (AM-34), Volume 34",Chaos theory.
"Automata Studies. (AM-34), Volume 34",Typewriter.
"Automata Studies. (AM-34), Volume 34",Calculation.
"Automata Studies. (AM-34), Volume 34",Recursive set.
"Automata Studies. (AM-34), Volume 34",OR gate.
"Automata Studies. (AM-34), Volume 34",Moore machine.
"Automata Studies. (AM-34), Volume 34",Pilot plant.
"Automata Studies. (AM-34), Volume 34",Detection.
"Automata Studies. (AM-34), Volume 34",Conscious automata
"Automata Studies. (AM-34), Volume 34",Combination lock.
"Automata Studies. (AM-34), Volume 34",Biophysics.
Algebraic design theory,Group theory and generalizations -- Connections with homological algebra and category theory -- Cohomology of groups
Algebraic design theory,"Combinatorics -- Research exposition (monographs, survey articles)"
Algebraic design theory,"Associative rings and algebras -- General and miscellaneous -- None of the above, but in this section"
Algebraic design theory,Group theory and generalizations -- Permutation groups -- Multiply transitive finite groups
Algebraic design theory,"Associative rings and algebras -- Rings and algebras arising under various constructions -- None of the above, but in this section"
Algebraic design theory,Combinatorial designs and configurations
Algebraic design theory,Group theory and generalizations -- Abstract finite groups -- Abstract finite groups
Algebraic design theory,Combinatorics -- Explicit machine computation and programs (not the theory of computation or programming)
Algebraic design theory,Combinatorics -- Algebraic combinatorics -- Group actions on combinatorial structures
